Line 684: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 13679: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 13680: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 13708: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 13709: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 13711: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 13712: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 13719: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 13721: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 13725: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 13726: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 13762: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 13764: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 13765: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 13767: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 13777: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 13778: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 13792: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 13794: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 13834: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 13840: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 13848: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 13886: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 13925: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 13937: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 13939: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 13941: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 13960: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 13964: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 13969: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 13977: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14004: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14016: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14019: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14026: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14143: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14144: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14147: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14149: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14204: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14206: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14223: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14225: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14259: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14261: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14271: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14273: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14281: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14287: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14291: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14292: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14293: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14301: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14306: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14307: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14313: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14317: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14318: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14319: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14321: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14325: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14327: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14332: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14334: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14335: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14336: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14338: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14345: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14346: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14360: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14362: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14363: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14365: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14374: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14375: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14381: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14383: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14387: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14388: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14393: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14395: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14396: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14399: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14400: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14402: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14409: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14411: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14412: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14419: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14420: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14422: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14423: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14427: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14428: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14432: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14436: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14443: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14444: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14447: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14451: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14452: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14453: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14457: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14521: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14523: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14533: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14534: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14542: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14544: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14557: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14558: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14563: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14564: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14568: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14569: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14590: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14683: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14688: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14726: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14729: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14732: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14734: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14755: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14757: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14759: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14761: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14772: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14777: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14798: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14801: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14804: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14806: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14827: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14829: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14831: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14833: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14844: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14850: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14916: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14920: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14986: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14990: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 14991: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 15031: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 15034: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 15047: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 15051: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 15129: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 15133: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 15190: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 15192: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 15202: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 15204: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 15205: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 15210: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 15214: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 15215: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 15217: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 15218: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 15252: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 15255: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 15286: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 15289: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 15313: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 15316: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 15319: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 15324: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 15332: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 15335: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 15338: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 15339: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 15341: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 15343: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 15358: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 15362: Possible unterminated string (single_quote_open=True, double_quote_open=False)
Line 4161: Possible template literal placeholder inside single/double quotes: src="${escapeHtml(question.questionImageURL)}" class="max-h-48 rounded-lg object-contain"
Line 11589: Possible template literal placeholder inside single/double quotes: data-email="${student.email}"
Line 11590: Possible template literal placeholder inside single/double quotes: aria-pressed="${selected ? 'true' : 'false'}"
Line 11630: Possible template literal placeholder inside single/double quotes: data-email="${student.email}"
Line 11641: Possible template literal placeholder inside single/double quotes: data-email="${student.email}"
Line 11642: Possible template literal placeholder inside single/double quotes: data-lock-version="${student.lockVersion || 0}">
Line 13916: Possible template literal placeholder inside single/double quotes: src="${qImagePreview}"
Line 13921: Possible template literal placeholder inside single/double quotes: data-q-index="${qIndex}"
Line 13995: Possible template literal placeholder inside single/double quotes: src="${optImagePreview}"
Line 14000: Possible template literal placeholder inside single/double quotes: data-q-index="${qIndex}"
Line 14001: Possible template literal placeholder inside single/double quotes: data-opt-index="${optIndex}">&times;</button>
